Untuk tipe periode ""Berulang"", tanggal berakhir harus kelipatan dari jumlah hari. Contoh: tanggal mulai = 2021-05-01, jumlah hari = 10 hari, jika kamu ingin pengaturan ini diulang 2x (3 periode), tanggal berakhir = 2021-05-30.",
18857019319,Tanaman Singonium Green splash daun 4 plus,202872808308,,,,59130,,999,0,,,,,
18857019108,On Sale!! Syngonium Mojito rimbun corak bagus,107614888248,,,,24300,,999,0,,,,,
18758151912,Tanaman Cabai hitam sudah berbuah,174915041103,,,,16200,,989,0,,,,,
18757019314,Tanaman melati Rambusa perak kondisi berbunga,174864812698,,,,17500,,992,0,,,,,
18724109482,Tanaman Hias Hawaiian Snowbush,181252347246,,ss_13jul_22_01,,31500,,977,0,,,,,
18657019504,Tanaman Paku ekor tupai,59138534741,,,,59000,,997,0,,,,,
18631932553,Tanaman Sirih Emas golden Asli 100%,88105781917,,tbh007ss07agust22,,29900,,999,0,,,,,
18557019786,Tanaman Murbei Batang besar dan berbuah Rimbun,192872810042,,,,35100,,878,0,,,,,
18557019670,Tanaman Hias Peace lily spatufillum,192872805525,,,,14900,,757,0,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123979,double sweet,tbh006ss07agust22,,9900,,985,0,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123982,cherry brendy,,,9900,,991,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400070,Scanted jewel,,,17500,,993,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123980,dolcetto,,,9900,,994,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,178065811776,Minion salem,,,17500,,995,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400064,Juliet,,,11500,,978,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400063,Lovely rokoko,,,12000,,994,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400067,Kuning lemon,,,9900,,998,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400066,Mary ann,,,12000,,993,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400060,Blue for you,,,12000,,988,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123981,pattience,,,9900,,979,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123977,kate rose,,,9900,,973,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,191647123978,charming piano,,,9900,,989,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,178065811777,Minion orange,,,17500,,989,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,178065811779,Pupuk npk 50gr,,,4000,,999,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400068,Poetwife,,,12000,,972,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400065,Happy piano,,,12000,,996,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400071,Christoper,,,12000,,989,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400069,Cherry brendy,,,9900,,990,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400059,Kinda blue,,,12000,,963,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400061,Eclaire,,,9900,,997,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,178065811778,Pupuk mawar racikan,,,15000,,983,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400058,Moncour,,,12000,,981,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,197315400062,Honey dijon,,,8900,,990,,,,,,
18531932631,Tanaman Bunga mawar Import Kondisi berbunga,183836074112,Belum stek,,,2900,,999,,,,,,
18458152504,Tanaman hias Vinca Putih,182942427941,,,,14580,,994,0,,,,,
18431932828,Tanaman Dahlia aneka warna Kondisi Berbunga,163979700131,,tbh005ss07agust22,,22900,,945,0,,,,,
18372055436,Media Tanam sekam mentah Kualitas bagus Grade A+,156567983268,,tbh25jan2023_18,,3300,,496,0,,,,,
18372055376,Media Tanam / Metan Sekam Bakar 200gr,193764774466,,tbh25jan2023_19,,4300,,8704,0,,,,,
18372055284,Pupuk Pembungaan dan Pembuahan GANDASIL B 100gr,175508408577,,tbh25jan2023_20,,22000,,276,0,,,,,
18372054940,Tanaman Keprok variegata,193764769336,,tbh28jan2023_tbh28jan2023_1322,,31590,,999,0,,,,,
18342964492,Bibit Anggur Pohon / Anggur Brazil Ukuran 1 meter keatas super rimbun siap berbuah,212178997154,,,,108000,,999,0,,,,,
18331932745,Tanaman hias Bambu dracena jepang,126465122967,,tbh001ss07agust22,,22500,,999,0,,,,,
18324110181,Tanaman Hias Hoya Rambat Putih,117074615224,,ss_13jul_22_01,,26910,,986,0,,,,,
18282184122,Tanaman bunga matahari lokal,206904542436,,,,18000,,902,0,,,,,
18277866109,Tanaman Miracle fruit sudah berbuah tinggi 70cm plus,231412800444,,,,99000,,998,0,,,,,
18224110264,Tanaman Hias Red Crimson Fountain Grass atau alang-alang merah,173694582367,,ss_13jul_22_01,,2900,,9160,0,,,,,
18178039813,Bibit Tanaman Thumbergia putih atau biru,29367381096,,,,29000,,996,0,,,,,
18177866171,Tanaman Melati Jenggot putih,204165977271,,,,35000,,983,0,,,,,
18172055445,Media Tanam / metan Pasir Malang 1kg,107911688153,,tbh25jan2023_22,,4500,,110,0,,,,,
18172054937,Repack Pupuk Kandang Fermentasi Organik Halus dan Steril 1kg,183764769287,,tbh30jan2023_4,,3600,,713,0,,,,,
18172054886,Media Tanam Sekam Bakar Murni Repack 250 gr,220819950609,,tbh30jan2023_5,,3510,,730,0,,,,,
18158152378,Tanaman hias babyblue shine,212942424180,,,,13050,,946,0,,,,,
18131933214,Tanaman Sirih Wulung Varietas asli 100%,181647126197,,tbh008ss07agust22,,31410,,961,0,,,,,
18124110248,Paket 5 tanaman green fountain crimson,173694579904,,ss_13jul_22_01,,12000,,843,0,,,,,
18072055409,Tanaman Herbal Daun Citronella anti nyamuk,213764772279,,tbh25jan2023_25,,17500,,0,0,,,,,
18058152467,Tanaman hias begonia Marmaduke,156115624331,,,,29000,,998,0,,,,,
18058152308,Tanaman krokot mawar merah,174915034553,,,,18210,,957,0,,,,,
18024110110,Tanaman Hias Dieffenbachia 'Camille',181252341767,,ss_13jul_22_01,,29900,,998,0,,,,,
17999448444,Tanaman Pepino Putih manis / Melon melosa manis,167928178674,,,,29900,,825,0,,,,,
17988586100,Tanaman palem sikas jumbo daun 5 plus,174915034349,,,,71910,,979,0,,,,,
17981488462,Tanaman azalea kondisi berbunga,201647123600,,tbh004ss07agust22,,31500,,941,0,,,,,
17881488987,Paket 3 jenis Jambu kerikil Kondisi berbunga atau berbuah.,181647123502,,tbh003ss07agust22,,39600,,998,0,,,,,
17781488990,Tanaman Hias Peace Lily / Spatufilum Variegata,191647121419,,tbh002ss07agust22,,17739,,999,0,,,,,
17688587057,Tanaman sakura Pink rajin berbunga kondisi berbunga,156115621375,,,,19900,,1064,0,,,,,
17479371826,Tanaman Asparagus Plumosus,211252340567,,ss_13jul_22_01,,19900,,994,0,,,,,
17192358437,Bibit Tanaman Minyak Kayu Putih,183764772546,,tbh26jan2023_1,,19900,,956,0,,,,,
16979372303,Tanaman Hias Nerium Pink atau bunga mentega,201252335999,,ss_13jul_22_01,,22000,,998,0,,,,,
16779372262,Tanaman Hias Portulaca Pink Variegata,38944651269,,ss_13jul_22_01,,14900,,967,0,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951958,18L,tbh26jan2023_2,tbh26jan2023_4,22500,,985,0,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951956,11L,,tbh26jan2023_2,16000,,990,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951957,15L,,tbh26jan2023_3,19000,,994,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951962,45L,,tbh26jan2023_10,36000,,999,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951961,35L,,tbh26jan2023_9,33000,,999,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951960,28L,,tbh26jan2023_7,29900,,999,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951955,30L,,tbh26jan2023_8,31000,,996,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951959,25L,,tbh26jan2023_6,27500,,997,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951964,75L,,tbh26jan2023_12,43000,,999,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951965,20L,,tbh26jan2023_5,25000,,994,,,,,,
16692359124,Planter Bag Berbagai Ukuran 11L-75L Kualitas Premium - 11L,220819951963,50L,,tbh26jan2023_11,39000,,996,,,,,,
16274962756,"Tanaman Lavender rimbun berbunga Ungu, pink dan putih. bebas pilih murah",190664292879,lavender putih,New_14jun_03,New_13jun_02,11900,,9608,0,,,,,
16274962756,"Tanaman Lavender rimbun berbunga Ungu, pink dan putih. bebas pilih murah",190664292880,lavender Ungu,,New_13jun_03,11900,,9181,,,,,,
16274962756,"Tanaman Lavender rimbun berbunga Ungu, pink dan putih. bebas pilih murah",195800198283,lavender varigata,,New_19feb_25,11900,,9867,,,,,,
16274962756,"Tanaman Lavender rimbun berbunga Ungu, pink dan putih. bebas pilih murah",190664292878,lavender Pink,,New_13jun_01,11900,,9560,,,,,,
16197937821,Tanaman cemara silverpain atau cemara silver,49322178895,,C_02,,17550,,997,0,,,,,
16092357597,Tanaman Philodendron swiss varigata atau janda bolong varigata Asli,39245444201,,tbh26jan2023_16,,44910,,999,0,,,,,
16079372329,Tanaman Hias Cemara Intan,145184743838,,ss_13jul_22_01,,40000,,998,0,,,,,
15916662444,Tanaman Hias Dianthus Bicolor,28192920978,,,,12150,,994,0,,,,,
15916662348,Tanaman Hias Philodendron Moon Light sudah rimbun,114405844717,,,,29900,,999,0,,,,,
15816662370,Tanaman Hias Air Mancur Merah,57993871727,,,,14900,,978,0,,,,,
15816662281,Tanaman Hias Palem Kol,114405843368,,,,33000,,984,0,,,,,
15716664195,Tanaman Buah Red Raspberry,150776692998,,,,19900,,987,0,,,,,
15716662206,Tanaman Mexican Lavender toga,150776592239,,,,35100,,997,0,,,,,
15616665788,Tanaman Buah Jambu Biji Getas Merah ( Cangkok ),150776777102,,,,51638,,998,0,,,,,
15616664402,Tanaman Buah Suriname Cherry,86203105713,,,,17900,,981,0,,,,,
15616664245,Tanaman Dwarf Papyrus,96202963833,,,,14900,,969,0,,,,,
15616664136,Tanaman Janggelan Cincau Hitam rambat,86203105573,,,,23400,,997,0,,,,,
15599056811,Tanaman Cemara embun Grosir,204389927536,,C_06,,17550,,999,0,,,,,
15516664214,Tanaman Kayu Urip ( Patah Tulang ),150776691891,,,,15300,,999,0,,,,,
15516662716,Tanaman Hias Peruvian Lily,132918802739,,,,25500,,998,0,,,,,
15416665304,Tanaman Cabe Rawit hijau lalapan berbuah,77993169652,,,,15390,,918,0,,,,,
15416664316,Tanaman Hias Akasia Kuning,77993154407,,,,25000,,991,0,,,,,
15416664200,Tanaman Strawberry Guava,114405903196,,,,25500,,999,0,,,,,
15416664108,Tanaman hias Nolina atau ponny tail,57993896089,,,,29900,,919,0,,,,,
15416662833,Tanaman Hias Scirpus Zebrinus ( Zebra Plant ),96202930189,,,,27000,,999,0,,,,,
15416662596,Tanaman calathea makoyana peacock subur,86203070025,,,,9900,,984,0,,,,,
15316664329,Tanaman super harum Golden gardena,114405901393,,,,26800,,913,0,,,,,
15316664225,Tanaman Hias Hibiscus Tricolor,140776690997,,,,17820,,998,0,,,,,
15316662743,Tanaman hias calathea silverback,104405952041,,,,22500,,999,0,,,,,
15216665211,Tanaman Hias Dracena lemon hijau,150776724221,,,,26550,,999,0,,,,,
15216665142,Tanaman Daun Sendok,114405923097,,,,9900,,999,0,,,,,
15216664441,Tanaman Hias Zamioculcas,150776723941,,,,22000,,997,0,,,,,
15216664414,Tanaman Hias Bromelia Tricolor rimbun,150776690854,,,,24000,,999,0,,,,,
15216664319,Tanaman Hias anggrek Spathoglottis Peach,114405902725,,,,26100,,998,0,,,,,
15116665051,Tanaman Hias Wijaya Kusuma California,132918892141,,,,34900,,996,0,,,,,
15116662765,Tanaman Hias Monica Lavender gantung,140776601907,,,,19900,,960,0,,,,,
15116662551,Tanaman Hias Begonia Polkadot,150776601598,,,,29900,,998,0,,,,,
15016665139,Tanaman Toga Seledri Jepang ( Ashitaba ),140776723260,,,,31500,,989,0,,,,,
15016665054,Tanaman Hias Rumput Black mando,104406021022,,,,19900,,997,0,,,,,
15016664440,Tanaman Hias Melati Aprilia merah,114405922396,,,,13770,,996,0,,,,,
15016664345,Tanaman Hias Sansevieria Gold Flame,104406002185,,,,44000,,996,0,,,,,
15016662682,Tanaman Cincau Hijau Perdu,132918798962,,,,24750,,995,0,,,,,
14989846657,Tanaman Hias White Buttercup,163694576357,,ss_13jul_22_01,,18000,,998,0,,,,,
14916664462,Tanaman Buah Kelengkeng Merah,86203117356,,,,89100,,999,0,,,,,
14916664360,Tanaman Calathea white fusion,140776685427,,,,19900,,998,0,,,,,
14916664273,Tanaman Calathea Peacock,86203102564,,,,29900,,999,0,,,,,
14916662800,Tanaman Hias Mickey Mouse Taro,96202927147,,,,22900,,999,0,,,,,
14816664216,Tanaman Jade flame atau flame of irian orange dan biru,140776684834,,,,150000,,998,0,,,,,
14816664127,Tanaman Hias Impatiens magenta atau pacar air magenta,57993891734,,,,19000,,998,0,,,,,
14816662751,Tanaman Hias sirih epipremnum manjula,67993394467,,,,29900,,999,0,,,,,
14816662536,Tanaman hias cemara bola,28192923502,,,,16200,,989,0,,,,,
14785495717,Tanaman bambu hoki tingkat 5,172918723505,,,,49900,,994,0,,,,,
14716664182,Tanaman Hias Celosia aneka warna,114405897689,,,,14900,,946,0,,,,,
14716662654,Tanaman Hias Impatiens bunga orange / pacar air orange,132918795837,,,,19800,,996,0,,,,,
14696254932,Monstera tetrasperma raphidopora atau monstera mini,156567981669,,,,55890,,999,0,,,,,
14616664222,Tanaman Daun Ungu,132918859905,,,,22000,,998,0,,,,,
14616662676,Tanaman Hias Philodendron Burle Marx,150776597443,,,,31500,,999,0,,,,,
14599046837,Grosir Tanaman Cemara Rengold Murah,146911621388,,C_01,,17550,,992,0,,,,,
14589847151,Tanaman Coral Vine Pink,211252333896,,ss_13jul_22_01,,45000,,999,0,,,,,
14562658584,Tanaman Kecombrang merah bumbu masak dan toga,134680258200,,,,26000,,541,0,,,,,
14516664184,Tanaman Pisang Calathea,122918860865,,,,21600,,964,0,,,,,
14516662718,Tanaman harum anti nyamuk Zodia kuning,37994936147,,,,19300,,924,0,,,,,
14516662590,Tanaman Hias diven chiangmai,104405945594,,,,24300,,999,0,,,,,
14516662505,Tanaman Hias Magnolia Figo / Cempaka Mulya Putih super harum,104405946500,,,,27000,,951,0,,,,,
14416664334,Tanaman Love Hoya,132918860738,,,,35100,,997,0,,,,,
14416664213,Tanaman Hias Pisang Bali,122918859408,,,,25200,,992,0,,,,,
14416662686,Tanaman Hias Kadaka Keriting,140776596801,,,,49500,,999,0,,,,,
14416662586,Tanaman Hias Pakis Boston,150776596535,,,,17100,,999,0,,,,,
14416661994,Tanaman super harum melati jawa gardenia,114405846268,,,,17850,,338,0,,,,,
14396254939,Tanaman Philodendron Burle marx variegata atau burlemark variegata,220819953589,,tbh28jan2023_1,,49500,,999,0,,,,,
14316664323,Tanaman calathea silver plate subur,104405996820,,,,22500,,998,0,,,,,
14316664111,Tanaman Hias Palem Paris atau rotan mini,114405898148,,,,36450,,982,0,,,,,
14316659005,Tanaman cabe rawit pedas,104405827618,,,,14900,,820,0,,,,,
14216664181,Tanaman Calathea Yellow Fusion atau tissue kuning,150776680245,,,,22950,,999,0,,,,,
14216662652,Tanaman Hias Seribu Bintang mikro bahan bonsai,140776593600,,,,23400,,993,0,,,,,
14204165345,Tanaman super harum Golden Gardena,85961999246,,,,22000,,963,0,,,,,
14116664111,Tanaman Hias Flame Of Irian,150776679669,,,,134100,,999,0,,,,,
14116662686,Tanaman Hias Pakis Sarang,86203065066,,,,25200,,995,0,,,,,
14116662602,Tanaman Hias Natal Lily,140776594614,,,,39000,,994,0,,,,,
14016662601,Tanaman Hias Philodendron Lynette,140776592752,,,,44100,,999,0,,,,,
14016661970,Tanaman Hias Cryptanthus Tokek,150776592456,,,,27000,,997,0,,,,,
13931022622,Paket Tanaman Mawar Batik isi 5 pcs,67563393213,,,,41500,,998,0,,,,,
13859617394,Tanaman sikat botol,150776378431,,,,19900,,972,0,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703220,"Merah tanpa duri,Varian",,,9900,,922,0,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703232,"Rambat putih,Varian",,,10800,,956,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703228,"Rambat pink,Varian",,,12000,,958,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703218,"Rambat orange,Varian",,,12000,,979,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703229,"Babyrose,Varian",,,10000,,981,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703224,"New Rambat Hijau,Varian",,,17910,,983,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703222,"Flori putih,Varian",,,15000,,951,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703219,"Rambat merah,Varian",,,13500,,859,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703227,"Flori colorado,Varian",,,15000,,983,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703230,"Flori ungu,Varian",,,15000,,854,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703226,"Flori kuning,Varian",,,13500,,907,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703221,"Lotus merah,Varian",,,10800,,986,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703223,"Flori merah,Varian",,,13500,,949,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703217,"Flori pelangi,Varian",,,9900,,974,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703225,"Flori pink,Varian",,,12000,,966,,,,,,
13845151124,Tanaman hidup bunga mawar rambat berbunga banyak,95731703231,"Hijau daun/jabrik,Varian",,,10800,,997,,,,,,
13820864186,Tanaman hias merambat stefanot aneka warna,67436752236,"Ungu,Warna",,,22410,,988,0,,,,,
13820864186,Tanaman hias merambat stefanot aneka warna,67436752237,"Orange,Warna",,,35910,,995,,,,,,
13820864186,Tanaman hias merambat stefanot aneka warna,67436752239,"Merah,Warna",,,44910,,33,,,,,,
13622675286,Tanaman ketepeng kencana hijau,77459747784,,,,26900,,980,0,,,,,
13559624815,Tanaman Hias Anting India Ungu,132918867088,,,,37000,,997,0,,,,,
13559622640,Spanish Lavender,114405748322,,,,27000,,957,0,,,,,
13459624767,Tanaman Hias Petrea Putih,132918868187,,,,34000,,948,0,,,,,
13459624290,Tanaman Hias Red Xanthostemon,86203069569,,,,28350,,999,0,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391897,"Kuning kecil,Tunggal",,,12500,,988,0,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,67341031851,"Orange,Tunggal",,,12500,,958,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391894,"Remix merah,Tunggal",,,12500,,989,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391902,"Kuning besar,Tunggal",,,12500,,967,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391895,"Pink besar,Tunggal",,,12500,,958,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391898,"Magenta,Tunggal",,,12500,,957,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,67341031853,"Remix kuning,Tunggal",,,12500,,984,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391901,"Merah,Tunggal",,,12500,,958,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391903,"Ungu,Tunggal",,,12500,,986,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391896,"Putih besar,Tunggal",,,12500,,941,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391900,"Pink kecil,Tunggal",,,12500,,981,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,67341031852,"Kuning soft,Tunggal",,,12500,,979,,,,,,
13413392938,Tanaman Krisan berbunga grade A. bebas pilih.,57341391899,"Putih kecil,Tunggal",,,12500,,983,,,,,,
13259629436,Tanaman Hias Lohansung,132918800839,,,,26910,,995,0,,,,,
13259627676,Cemara golden malaika / bibit tanaman hias pohon,104405869029,,,,32500,,999,0,,,,,
13250620381,Tanaman hias hidup easter lily,103904171580,,,,21870,,942,0,,,,,
13059639825,Tanaman Hias Wijaya Kusuma putih gantung rimbun.,150776721906,,,,15900,,908,0,,,,,
13059639325,Tanaman Hias Calathea Maranta Leopard,104405949808,,,,14000,,999,0,,,,,
12959639323,Tanaman cemara pentris atau norfolk tinggi 120cm keatas. stok bagus,96202927765,,,,132000,,999,0,,,,,
12895057415,Tanaman Philodendron Hastatum Silver Sword,211252331407,,ss_13jul_22_01,,33000,,998,0,,,,,
12859639945,Tanaman Hias Syngonium Pink robusta,122918891033,,,,39900,,998,0,,,,,
12859639792,Tanaman Hias Air Mancur Putih,104406001020,,,,14400,,988,0,,,,,
12859639283,Tanaman Hias Philodendron pink congo,77993134815,,,,53910,,998,0,,,,,
12844546621,Tanaman Mawar import eclair green,27961302601,,,,8910,,978,0,,,,,
12759639877,Tanaman Buah Jambu Kerikil Variegata,132918890814,,,,16200,,999,0,,,,,
12759639808,Tanaman Hias Kantil Kuning,96202962980,,,,26775,,941,0,,,,,
12759639718,Tanaman Buah Nanas Merah,122918863661,,,,17910,,987,0,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870606,"Orange,Jenis",,,27600,,999,0,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870607,"Kuning,Jenis",,,35100,,996,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870604,"Varigata fanta mikro,Jenis",,,58500,,999,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870605,"Varigata 2 / 3 warna,Jenis",,,69000,,997,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870603,"Variegata ungu,Jenis",,,29000,,998,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,67767130659,"Ungu,Jenis",,,27000,,999,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870602,"Variegata fanta,Jenis",,,49000,,998,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870599,"Putih,Jenis",,,29910,,996,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870600,"Merah fanta,Jenis",,,28900,,999,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870601,"Merah mikro,Jenis",,,29900,,996,,,,,,
12746761945,Tanaman bougenville varigata dan lokal banyak pilihan,77766870598,"Variegata putih,Jenis",,,29000,,998,,,,,,
12722688539,Tanaman ketapang kencana varigata,67459992581,,,,39900,,992,0,,,,,
12659639751,Tanaman Buah Markisa,67993414051,,,,16200,,964,0,,,,,
12659639320,Tanaman Hias Taiwan Beauty Ungu atau putih,150776601824,,,,9900,,992,0,,,,,
12626708814,Bibit Tanaman Mangga Kondisi Berbunga,95278521752,,,,80919,,999,0,,,,,
12559639700,Tanaman Terong Ungu sayur,114405902075,,,,14900,,984,0,,,,,
12542537243,Tanaman lilin shield ungu,27938602786,,,,14900,,934,0,,,,,
12532584801,Tanaman Matahari mikro berbunga atau orange blooming gazania,85421052603,,,,19900,,1847,0,,,,,
12459639971,Tanaman Calathea Ornata atau calathea batik,140776722934,,,,18000,,998,0,,,,,
12459639874,Tanaman cemara udang sudah bonsai tinggi 110cm keatas.,37994961373,,,,105300,,802,0,,,,,
12459639741,Tanaman Hias Calathea Majestica / Kalatea Sisir,104406000429,,,,22410,,999,0,,,,,
12459639399,Tanaman Hias dusty miller atau silverdust,140776602693,,,,16900,,948,0,,,,,
12428171718,Tanaman bunga sepatu kondisi berbunga atau siap berbunga,95313211101,"Ungu tumpuk,Jenis",,,20250,,996,0,,,,,
12428171718,Tanaman bunga sepatu kondisi berbunga atau siap berbunga,95313211102,"Merah tumpuk,Jenis",,,20250,,995,,,,,,
12428171718,Tanaman bunga sepatu kondisi berbunga atau siap berbunga,95313211103,"Putih,Jenis",,,14580,,991,,,,,,
12428171718,Tanaman bunga sepatu kondisi berbunga atau siap berbunga,95313211100,"Pink,Jenis",,,16119,,991,,,,,,
12359639823,Tanaman Hias Lidah Mertua,86203068547,,,,11900,,823,0,,,,,
12259640202,Tanaman Calathea Lancifolia atau calathea jago,86203104223,,,,16500,,999,0,,,,,
12259639817,Tanaman syngonium variegata putih,122918798626,,,,32400,,999,0,,,,,
12159640248,tanaman hias daun calathea green lipstik,122918861878,,,,32400,,998,0,,,,,
12159639896,Tanaman hias melati jepang merah,114405847639,,,,15750,,987,0,,,,,
12126363092,Bibit Tanaman Kemangi,77504337146,,,,15250,,819,0,,,,,
12099572122,Tanaman Cemara Norfolk atau cemara pentris 50cm,221743198902,,C_08,,30000,,999,0,,,,,
12059644913,Tanaman Hias Impatiens atau pacar air merah,132918796791,,,,18000,,999,0,,,,,
11977177723,Tanaman Hias butter daisy,114405899363,,,,14900,,953,0,,,,,
11977177186,Tanaman Hias Simbar Tegak,132918796639,,,,25200,,999,0,,,,,
11877177723,Tanaman Kacang Macadamia,140776686589,,,,54900,,964,0,,,,,
11777177195,Tanaman Hias Daun begonia mangkok merah,114405847251,,,,21060,,999,0,,,,,
11677177722,Tanaman Adam Hawa / Nanas Kerang,132918861231,,,,14580,,995,0,,,,,
11577177156,Tanaman Hias Impatiens atau pacar air pink,150776599010,,,,18000,,999,0,,,,,
11557410346,Tanaman Hias Palem Kol,57487116578,,,,38700,,1000,0,,,,,
11477177146,Tanaman hias cemara golden viking,77993134284,,,,35000,,997,0,,,,,
11377177747,Tanaman Hias Jade Vine,150776683764,,,,117450,,998,0,,,,,
11298927876,Tanaman Hias Fittonia Merah / Fittonia verschaffeltii Red,175508407120,,tbh28jan2023_5,,26100,,999,0,,,,,
11277178165,BIBIT TANAMAN HIAS CALATHEA PICTURATA ARGENTEA,150776770593,,,,25200,,997,0,,,,,
11277177139,Tanaman Hias Kantil Putih,67993396164,,,,25500,,952,0,,,,,
11177177784,Tanaman Hias Bambu Micro rimbun,114405898842,,,,19900,,977,0,,,,,
11177177139,Tanaman Hias Philodendron Xanadu,122918795317,,,,27000,,999,0,,,,,
10677177729,Tanaman Calathea Zebrina ( Zebra Hijau ),140776682929,,,,21000,,998,0,,,,,
